"country","sex","age_init","discount_rate_annual","perc_start_bipolar_depression","perc_start_bipolar_manic","perc_suicide_depression","perc_suicide_anxiety","perc_suicide_bipolar","RR_suicide_depression","RR_suicide_bipolar","RR_suicide_anxiety","n_bipolar_episodes_annual_depression","n_bipolar_episodes_annual_manic","duration_bipolar_depression","duration_bipolar_manic","duration_depression","n_dep_episodes_lifetime","Pr_remission_anxiety","Pr_anx_ever_anx","Pr_dep_also_anx","Pr_develop_anxdep_same_time","Pr_anx_also_dep","daly_w_bip_eut","daly_w_bip_dep","daly_w_bip_man","daly_pr_dep_mod","daly_pr_dep_sev","daly_w_dep_mild","daly_w_dep_mod","daly_w_dep_sev","daly_pr_anx_mod","daly_pr_anx_sev","daly_w_anx_mild","daly_w_anx_mod","daly_w_anx_sev","OR_suicide_prevention_3mo","OR_suicide_prevention_12mo","Pr_receive_suicide_prevention","RR_suicide_after_self_harm_ages_10_to_17","RR_suicide_after_self_harm_ages_18_to_24","RR_suicide_follow_up_self_harm","Pr_hospitalized_self_harm","Pr_hospitalized_receive_prevention_self_harm","RR_anxiety_prevention_immediate","Pr_receive_anxiety_prevention","RR_depression_prevention_immediate","RR_depression_prevention_3mo","RR_depression_prevention_9mo","RR_depression_indicated_prevention_immediate","RR_depression_indicated_prevention_6mo","RR_anxdep_prevention_immediate","RR_anxdep_prevention_3mo","RR_anxdep_prevention_9mo","HR_bipolar_depression_treatment","Pr_receive_bipolar_treatment","Pr_receive_anxiety_treatment_any","Pr_receive_anxiety_treatment_internet","Pr_receive_anxiety_treatment_individual","Pr_receive_anxiety_treatment_group","OR_remission_anxiety_treatment_group","OR_remission_anxiety_treatment_individual","OR_remission_anxiety_treatment_internet","Pr_receive_depression_severe_treatment","OR_remission_depression_severe_treatment","Pr_receive_depression_mild_treatment_any","Pr_receive_depression_mild_treatment_internet","Pr_receive_depression_mild_treatment_individual","Pr_receive_depression_mild_treatment_group","RR_remission_depression_mild_treatment","RR_relapse_depression_treatment","val_of_health_mod","Pr_reduce_edu_adv_bipolar","Pr_reduce_emp_bipolar","Pr_reduce_productivity_bipolar","OR_not_finish_inter_depression","OR_not_finish_inter_anxiety","Pr_not_finish_inter_anxdep","Pr_miss_work_depression","presenteeism_to_absenteeism_ratio_depression","Pr_miss_work_anxiety","presenteeism_to_absenteeism_ratio_anxiety","Pr_reduce_productivity_anxdep"
"'Colombia'","'Female'",12.4878993376391,0.0380030182485079,0.278521296860696,0.198045538506225,0.490144668613116,0.083314126196153,0.0359200234847018,19.9401499102856,6.34948130707637,1.92392003592145,0.982984516064093,0.908076900260349,3.58418403955732,3.852715510049,7.79805633090015,5.52713734553557,0.00212237768473735,0.0223551254776179,0.454140869251098,0.193967557865519,0.573036502051907,0.0338326133774518,0.491002708028673,0.488243149670893,0.208660491234586,0.167677271180053,0.10624145614235,0.421169264153982,0.563334074807219,0.244329071427944,0.168395852441322,0.0333356004306277,0.144742018800463,0.393995555838656,0.476305870364893,0.346384935355623,0.149018492864124,41.9930720417026,18.8464723000933,0.102223586162395,0.422235633695684,0.247826856615562,0.294747896075822,0.345705089305556,0.366586864971706,0.31605174795262,0.397270860054249,0.381654736410145,0.451097216772393,0.396320227921792,0.223967378102632,0.478478200284804,2.26117127396692,0.13587086369494,0.191283677452717,0.269127342697846,0.283456811528164,0.16883567466495,7.63149276209671,2.46091812431528,5.52960384250256,0.277549999776748,3.21963842858542,0.189998414695553,0.119083448916277,0.339383233548577,0.479569861406217,2.78343955436931,0.842639886161973,0.936246733381703,0.279804486571957,0.116763047170437,0.599914924625773,1.90836359828651,1.28107322141654,0.391854085402187,0.059574192641755,7.94178330347328,0.0891126520279749,2.04148587314383,0.594332306980881
"'Sudan'","'Male'",14.9154985312605,0.0222209753026083,0.215455768398201,0.279737581841368,0.485163535994685,0.10110448913658,0.0374577046540778,17.5989942233477,3.99678617686511,2.13617555392379,0.871079992708368,0.94249527905367,5.19972618390039,4.80259025522897,8.03887168701795,7.77928554512767,0.00826609276193987,0.0344677671974846,0.370492471961008,0.211314478025603,0.516765555144124,0.0242591118361219,0.402018146358826,0.39203129614232,0.191742561306603,0.124873998994703,0.15429580450741,0.309502100114176,0.609885922196221,0.278591349135828,0.202483340405956,0.0289292903599558,0.112840092644983,0.50865142755764,1.42500187245568,0.367523245035696,0.207257765142274,65.9695108693362,17.9248157120632,0.0387577473186042,0.389843004790779,0.183675373505159,0.44418888084701,0.297488439302116,0.287691073762123,0.247344639125553,0.424828950109079,0.836500434366194,0.293482452181126,0.33802148625994,0.312187062911248,0.386498494779755,0.903316363844535,0.230497481368834,0.243765326372333,0.14088694177565,0.0926887166150173,0.883284727690343,8.57752401320701,1.47565677337647,5.32728639818987,0.178121582277451,2.15318866102078,0.130446987451053,0.0692631120972568,0.211996787439759,0.576795498278548,4.16879200177771,0.601396550700619,0.922586952099243,0.310466514511046,0.0897290798019656,0.0649579316982999,2.35086198488049,1.61208977310766,0.0154994259192332,0.0492105975752242,3.60433993977216,0.032238960513279,0.419468840870967,0.310264979539125
"'Argentina'","'Female'",10.7940960623091,0.0341409935899648,0.227769882125842,0.297545837328624,0.42966974717838,0.0475943372958207,0.0580080118032976,12.7522644692215,4.50231990632344,2.59146219094085,0.930035560061399,0.945454252753591,4.41492681655298,4.43152751447613,8.2001527586431,7.39878341973235,0.00836380068752485,0.0177151570000583,0.52513136614803,0.206593312587059,0.523603640568966,0.0325530655272107,0.403579680322623,0.491142859959175,0.194337563640862,0.134049158611735,0.116321248706599,0.411576472431627,0.754263673207462,0.246589269629737,0.194821078573436,0.0242564532019817,0.107374072965502,0.521693742579054,0.661497871298465,0.653794725324407,0.199569452018736,53.6329933543319,21.7605517490374,0.118795511348381,0.460695618267141,0.299678817050156,0.1115546868034,0.272875099390987,0.468022915294743,0.301300232299719,0.503715260745,0.292221588173084,0.35163924925935,0.295706460408293,0.290153013417699,0.480454797649695,1.8593898792665,0.158176830979783,0.168898202206593,0.300305774702224,0.394394981552704,0.203253829008406,16.1200534266217,1.53093967397813,6.92526471106216,0.191872716586928,2.66078999907008,0.132134496388283,0.156505395845195,0.579941713039875,0.160913157093649,3.92896063429077,0.547980454795327,0.903596012076438,0.353436690305073,0.121033075042175,0.644266746549401,2.79855706594983,1.20257055042604,0.00496910196635125,0.0632837711075506,5.11424976113944,0.139658173074219,0.287608204908775,0.228489972173798
"'United Republic of Tanzania'","'Male'",11.429050875688,0.0138990837708074,0.236012870856116,0.190442223675828,0.388942997023612,0.0561846462947674,0.0429033743732814,9.83284448377311,5.09336956779976,2.77175069764197,0.963459946045212,0.956636554521652,4.78220018491146,2.54837390017815,7.34824576921875,7.14706074772227,0.00459450991437043,0.0276229273975459,0.484453384571876,0.193004083729507,0.352714218548313,0.0370510489026771,0.399730421478656,0.579301976202861,0.207129322816664,0.131237448879042,0.163927041238672,0.388311745846282,0.694071358271672,0.265056377340517,0.188898342917874,0.0307192084640682,0.129785088028285,0.612960739574943,0.753607926602615,0.725075162555772,0.151826415296458,39.6020238635229,23.389302657058,0.132622312485186,0.436591516121786,0.34284661900418,0.19236149346732,0.27013699650052,0.465023912350924,0.360963658746797,0.483260041399318,1.1305352329286,0.43563977664212,0.467422000126298,0.348392635927269,0.555043753802356,2.21872465696748,0.276632267504358,0.38288484740167,0.116590362730016,0.137621225740783,0.547105554764263,9.24267371719562,1.73251350841168,4.28201257866992,0.3093252111377,3.33194607966157,0.244411714601294,0.105894878302814,0.0784774824874146,0.132818009922628,4.3639159327459,0.955565508574555,0.691819273553435,0.30394444570302,0.167769813183181,0.97163205337245,3.25264308374181,1.50078191834263,0.0087241813209825,0.0645079152024896,5.16445663034642,0.173148019326535,3.25577239553816,0.097484753686092
"'Iraq'","'Male'",19.9094870485133,0.0392300687116534,0.257820343527847,0.17539085687173,0.498130833481809,0.10285067803843,0.0307331556125015,19.5245844737136,5.4168203812111,2.74640370256798,1.0200896781901,0.890602489682871,4.05000185434978,3.77779976217428,7.91644612873148,7.91280037079542,0.00378506245327381,0.0333327866085189,0.37454602980665,0.188423393916899,0.544142727689689,0.0283841852282774,0.364860892038826,0.501195494212902,0.181311375842109,0.117505970012105,0.14188729960332,0.448639791526333,0.667542439691633,0.291385431848888,0.163702363160992,0.0229297044538507,0.139737540165381,0.563431834737715,0.49439797067963,0.380150407928671,0.371013365271655,53.4092978454819,16.2138398012801,0.159374088096264,0.453385248540003,0.383037167903968,0.340372997661635,0.153383879113717,0.384405206866876,0.271666438160208,0.554010201916897,0.27621082947177,0.149346298199322,0.346171286667847,0.2837861407076,0.439858015140105,2.59465861055023,0.293044499341561,0.261502078718377,0.624505532347497,0.263214609207682,0.212420925159956,13.4683594058846,10.2210743620565,5.40986169294284,0.308943631605583,3.09206377082359,0.2682180297598,0.305938243664362,0.188445319970901,0.157985483094737,3.24358140114371,0.712803605613248,0.972558916706083,0.257413462330269,0.155203381019138,0.920473109353334,3.78864554319465,1.33350222515314,0.115753643801749,0.0444564036945494,6.11931600382579,0.117531311234773,2.49441734778402,0.692635238703197
"'Afghanistan'","'Female'",10.4039254528936,0.0418374622283687,0.141432899701977,0.164578973933479,0.482190400161605,0.0976040263898787,0.0391571343016647,25.6727509619258,5.58906132202442,2.51007086091226,1.0294916612125,0.880254523506102,4.5409816698745,5.29262000358663,8.12633665059808,6.76668785442083,0.000696245893212812,0.0292417811332646,0.572650967519475,0.160260740453902,0.61483867013455,0.032895616144179,0.449601606810402,0.506914300465111,0.187893194346074,0.15192920455869,0.179461083547973,0.395402413257008,0.722142644878401,0.260809042273217,0.206162813772563,0.0287624895979078,0.128542808185572,0.522970757669612,1.37378401820419,0.487006264793029,0.168678911322196,32.0411305525852,20.1080021189626,0.0612985676648171,0.359682933451027,0.22128197105106,0.237743505437395,0.302118851424993,0.303307735863582,0.336802183564655,0.546884863044512,0.482380265568721,0.355647022682993,0.292038382860907,0.345045382248438,0.517000655824903,2.41720705670323,0.167724340240954,0.278820246255117,0.0533823135033719,0.0801425157321365,0.788139459704375,17.5026853630768,1.44670781972459,9.73376850608435,0.158149330702567,5.85641648786536,0.2806764170824,0.0476911904490906,0.0385067915381691,0.932868455344879,4.20702138634549,0.558351737129016,0.935266526460337,0.40575229638229,0.23676416898952,0.895424360744655,4.09045976649091,1.38665548720272,0.0185455774230136,0.0438592899555304,8.54839992308588,0.0703272193906398,1.07794715242722,0.540767046180119
"'United States of America'","'Male'",17.7511237455998,0.0222794363429436,0.20792492159859,0.219077803653586,0.460487793590749,0.07452988670984,0.0445708819499013,41.7780824878354,4.11293083242118,2.61118930770341,1.01572465271264,0.95017901392428,4.47749609985754,2.79742238692422,7.52190553792835,7.11416078639482,0.00816732445751988,0.0264221468441428,0.348579660907954,0.175479790996495,0.60646015199071,0.0343199195121654,0.393141809253588,0.496846378877279,0.192158320989485,0.150314154706354,0.12088558658314,0.458101596422317,0.594275304186006,0.299433145790179,0.188214565376115,0.0345764294783389,0.104536388297212,0.552411896119974,1.60803943033561,0.745935734004009,0.341419672521893,51.0516721046101,21.1322619300939,0.11472664857209,0.386825952136935,0.207607609760293,0.243087270094613,0.224012350972713,0.413425632435927,0.343415692876389,0.457051934743255,0.258055501616559,0.541113104785139,0.378105529497685,0.278859438223704,0.456375182658161,3.60149498593037,0.149577704170071,0.400231603707775,0.531647333528773,0.507460855316217,0.253670838302621,10.9652271808821,4.70474616235192,6.88187645371344,0.357680020260442,1.7807052819994,0.259010258086712,0.172936670422567,0.191050600772794,0.308101614209448,4.94921160719195,0.70417915314066,0.898594778552934,0.40253525650781,0.0651885333037032,0.836671451507136,1.88424521554386,1.36268983148856,0.230068526845194,0.0303861662074369,5.2365968166968,0.0488929463502726,0.723589614687725,0.252948953503021
"'Pakistan'","'Female'",15.2418984832475,0.0255439637816381,0.202147030188671,0.231326922743735,0.438041307467664,0.107329170743393,0.071059993059367,17.5439755148541,5.94586394024568,1.44991932423618,0.975303160956634,0.909871104293023,4.8832658739092,3.36486570821158,7.46871438890105,6.27481196692282,0.00426672354945189,0.014706539889397,0.409281862229591,0.176952860192654,0.421131432365042,0.0363399141760096,0.351997001186664,0.588568605515903,0.174405880782008,0.120262881292844,0.138613104282262,0.394619242586496,0.759859746127676,0.271063996506801,0.192546363388045,0.0315139919300831,0.142932677816754,0.516527890514158,0.505804201846153,0.335342060783424,0.308139887433553,79.6154721375342,31.9233263838616,0.0980865196526414,0.390459840417844,0.210220960325914,0.121932502090722,0.191166818449701,0.704609852468944,0.355508237754043,0.400635652598729,0.237444937265838,0.349068177350517,0.35790851193611,0.508649169823611,0.426342660160397,1.90283626377941,0.267917577473731,0.132737807050604,0.103040500489218,0.0876319056731816,0.454789953874451,11.8457415926149,2.1071473717416,3.49490612174315,0.221492997864044,1.73843874904697,0.226107444141505,0.137226006506208,0.0788043381833428,0.769212532813753,5.16733544183579,0.609352738077943,0.827809277006566,0.417731648642789,0.147187816455017,0.872324602217413,4.94711189694197,1.66505829578722,0.137064893227741,0.0548799354441723,7.39626208997126,0.0896031921822698,0.1608825261798,0.686529205106318
"'China'","'Female'",12.1255870916415,0.035008297366197,0.297662901930537,0.291540818414687,0.376376456616036,0.0804300703688537,0.0479003820217165,25.9435103554822,2.6683829753195,2.54232082668667,0.910468534181031,0.905089395809368,4.6853806818398,4.69009392157261,7.7106331839474,6.37324572027886,0.00397516672802147,0.0353478730587233,0.332427287829887,0.203549083627261,0.657236848011026,0.0318738888404796,0.376971520368859,0.542762448202089,0.225520470523289,0.16516262165018,0.129332261601495,0.443527714734866,0.528805986022179,0.284348303013887,0.186225096988692,0.0360782299694393,0.145741407157286,0.582471560879578,1.10632299295434,0.542122083102051,0.293318909026108,43.1860444187145,19.9808997970605,0.116388462827926,0.426951163367159,0.264421352830291,0.301736764611195,0.160758496420218,0.457235154893584,0.363560897709649,0.361396100828522,0.130906318272253,0.330352971007834,0.419679814117359,0.386186155800465,0.596960693617632,1.4752092944627,0.166053823868934,0.312331882865934,0.232175222716732,0.38641482895574,0.633817948310106,4.62098085005282,11.4211672460766,3.86457300179804,0.227867610408629,2.67227060719214,0.195227795958029,0.431903556962885,0.142699578912975,0.550931617645842,6.96281925838063,0.448359494084248,0.915283345126162,0.369273811603147,0.125852899198901,0.692658600884024,2.69875625363688,1.18271690493318,0.0743010748179708,0.0871114927668794,4.1015150180413,0.0673682426778167,1.90884113188932,0.405095983509611
"'Yemen'","'Female'",18.8755104354117,0.0365584948121745,0.276326456630321,0.277690231977718,0.506227887110214,0.0408766136002245,0.0383617157136846,24.1098273091814,5.75459209556041,1.695983297859,0.960691975868779,0.870852412656275,3.67329340011884,3.27188349767982,7.4433050361802,7.09485142320952,0.00124565443037041,0.0230469686875142,0.659591097939986,0.156082567100337,0.802906793057849,0.0302212832682472,0.457646650083637,0.413153130332976,0.2152714776885,0.0746767928602263,0.140702165610139,0.379215997134745,0.704003250490965,0.272669588134017,0.161579198074197,0.0318198803853993,0.122701914028904,0.532691538904037,0.720633908288405,0.340831355868286,0.391283656460022,34.6708308926496,27.3789674006433,0.0627253539806235,0.410301694422527,0.128492056488568,0.0832259966733831,0.243200739985377,0.377342038419096,0.220293143308666,0.488823605945907,0.475852166228229,0.43897776273493,0.552344342846337,0.300055719169263,0.537686762400692,1.9392805469739,0.35140740613339,0.301738027444599,0.15192825767918,0.114623275570757,0.944378291092008,9.82683050085231,2.75147784235949,5.72272634465461,0.192972271627414,2.10594533576446,0.180330895960947,0.161844868062072,0.0829174344875583,0.562883684818915,3.89117621590568,1.1470566933766,0.870928436551549,0.343770068357421,0.184551370473918,0.606309728911147,0.639115211806532,1.3520014967625,0.0875346375009205,0.0961994328230505,6.45329416350719,0.0526362266342338,1.09894524387731,0.550912052540216
